"","id","round","lambda","beta","tau","mu","x1","x2","choices"
"choice",1,1,0.528503044672503,0.0612328679437856,0.0648357938587634,14.4663340084373,1,5,14
"ind",1,1,0.528503044672503,0.0612328679437856,0.0648357938587634,5.98301042988089,5,7,48
"ind.1",1,1,0.528503044672503,0.0612328679437856,0.0648357938587634,22.9271011611433,5,2,43
"ind.2",1,1,0.528503044672503,0.0612328679437856,0.0648357938587634,5.27091102545663,2,7,24
"ind.3",1,1,0.528503044672503,0.0612328679437856,0.0648357938587634,49.2502288619553,2,0,17
"ind.4",1,1,0.528503044672503,0.0612328679437856,0.0648357938587634,49.2502288619553,2,0,17
"ind.5",1,1,0.528503044672503,0.0612328679437856,0.0648357938587634,49.2502288619553,2,0,17
"ind.6",1,1,0.528503044672503,0.0612328679437856,0.0648357938587634,49.2502288619553,2,0,17
"ind.7",1,1,0.528503044672503,0.0612328679437856,0.0648357938587634,49.2502288619553,2,0,17
"ind.8",1,1,0.528503044672503,0.0612328679437856,0.0648357938587634,49.2502288619553,2,0,17
"ind.9",1,1,0.528503044672503,0.0612328679437856,0.0648357938587634,49.2502288619553,2,0,17
"ind.10",1,1,0.528503044672503,0.0612328679437856,0.0648357938587634,49.2502288619553,2,0,17
"ind.11",1,1,0.528503044672503,0.0612328679437856,0.0648357938587634,49.2502288619553,2,0,17
"ind.12",1,1,0.528503044672503,0.0612328679437856,0.0648357938587634,21.7315797174619,2,4,21
"ind.13",1,1,0.528503044672503,0.0612328679437856,0.0648357938587634,49.2502288619553,2,0,17
"ind.14",1,1,0.528503044672503,0.0612328679437856,0.0648357938587634,49.2502288619553,2,0,17
"ind.15",1,1,0.528503044672503,0.0612328679437856,0.0648357938587634,49.2502288619553,2,0,17
"ind.16",1,1,0.528503044672503,0.0612328679437856,0.0648357938587634,49.2502288619553,2,0,17
"ind.17",1,1,0.528503044672503,0.0612328679437856,0.0648357938587634,49.2502288619553,2,0,17
"ind.18",1,1,0.528503044672503,0.0612328679437856,0.0648357938587634,49.2502288619553,2,0,17
"ind.19",1,1,0.528503044672503,0.0612328679437856,0.0648357938587634,49.2502288619553,2,0,17
"ind.20",1,1,0.528503044672503,0.0612328679437856,0.0648357938587634,49.2502288619553,2,0,17
"ind.21",1,1,0.528503044672503,0.0612328679437856,0.0648357938587634,49.2502288619553,2,0,17
"ind.22",1,1,0.528503044672503,0.0612328679437856,0.0648357938587634,49.2502288619553,2,0,17
"ind.23",1,1,0.528503044672503,0.0612328679437856,0.0648357938587634,10.9729359315897,5,5,46
"ind.24",1,1,0.528503044672503,0.0612328679437856,0.0648357938587634,49.2502288619553,2,0,17
"choice1",1,2,0.528503044672503,0.0612328679437856,0.0648357938587634,32.3159257046836,3,7,32
"ind1",1,2,0.528503044672503,0.0612328679437856,0.0648357938587634,28.9865401187022,0,0,1
