"","id","round","lambda","beta","tau","mu","x1","x2","choices"
"choice",1,1,0.220511656137576,2.54887896160487,0.101969967582783,30.7793913886173,0,0,1
"ind",1,1,0.220511656137576,2.54887896160487,0.101969967582783,41.766584228458,6,5,54
"ind.1",1,1,0.220511656137576,2.54887896160487,0.101969967582783,4.56018127168576,6,0,49
"ind.2",1,1,0.220511656137576,2.54887896160487,0.101969967582783,22.7765389558426,6,3,52
"ind.3",1,1,0.220511656137576,2.54887896160487,0.101969967582783,48.7889122688151,4,7,40
"ind.4",1,1,0.220511656137576,2.54887896160487,0.101969967582783,38.3581396577724,7,6,63
"ind.5",1,1,0.220511656137576,2.54887896160487,0.101969967582783,0,7,0,57
"ind.6",1,1,0.220511656137576,2.54887896160487,0.101969967582783,25.6793190924569,7,4,61
"ind.7",1,1,0.220511656137576,2.54887896160487,0.101969967582783,49.8554230705057,5,6,47
"ind.8",1,1,0.220511656137576,2.54887896160487,0.101969967582783,37.4877478469213,0,5,6
"ind.9",1,1,0.220511656137576,2.54887896160487,0.101969967582783,26.7730674727733,3,2,27
"ind.10",1,1,0.220511656137576,2.54887896160487,0.101969967582783,30.783611137389,1,1,10
"ind.11",1,1,0.220511656137576,2.54887896160487,0.101969967582783,35.8058764497958,0,1,2
"ind.12",1,1,0.220511656137576,2.54887896160487,0.101969967582783,15.6315350418262,7,3,60
"ind.13",1,1,0.220511656137576,2.54887896160487,0.101969967582783,30.3713516800784,2,2,19
"ind.14",1,1,0.220511656137576,2.54887896160487,0.101969967582783,39.7637679183441,0,4,5
"ind.15",1,1,0.220511656137576,2.54887896160487,0.101969967582783,35.2291151774103,2,3,20
"ind.16",1,1,0.220511656137576,2.54887896160487,0.101969967582783,6.55110363440174,7,2,59
"ind.17",1,1,0.220511656137576,2.54887896160487,0.101969967582783,46.644874856118,4,5,38
"ind.18",1,1,0.220511656137576,2.54887896160487,0.101969967582783,39.5225293575788,1,4,13
"ind.19",1,1,0.220511656137576,2.54887896160487,0.101969967582783,14.1843446680805,4,0,33
"ind.20",1,1,0.220511656137576,2.54887896160487,0.101969967582783,45.8002174218564,5,5,46
"ind.21",1,1,0.220511656137576,2.54887896160487,0.101969967582783,40.4250621889796,0,3,4
"ind.22",1,1,0.220511656137576,2.54887896160487,0.101969967582783,34.5070506457475,1,2,11
"ind.23",1,1,0.220511656137576,2.54887896160487,0.101969967582783,17.1577789249925,4,1,34
"ind.24",1,1,0.220511656137576,2.54887896160487,0.101969967582783,21.5869084979679,3,1,26
"choice1",1,2,0.220511656137576,2.54887896160487,0.101969967582783,20.5582436888139,5,3,44
"ind1",1,2,0.220511656137576,2.54887896160487,0.101969967582783,39.9761667799197,2,2,19
"ind.110",1,2,0.220511656137576,2.54887896160487,0.101969967582783,45.3184239444618,2,7,24
"ind.25",1,2,0.220511656137576,2.54887896160487,0.101969967582783,43.0854370055296,1,4,13
"ind.31",1,2,0.220511656137576,2.54887896160487,0.101969967582783,42.7224442820709,3,6,31
"ind.41",1,2,0.220511656137576,2.54887896160487,0.101969967582783,31.7253015983899,4,4,37
"ind.51",1,2,0.220511656137576,2.54887896160487,0.101969967582783,0,7,3,60
"ind.61",1,2,0.220511656137576,2.54887896160487,0.101969967582783,21.1687692837926,5,2,43
"ind.71",1,2,0.220511656137576,2.54887896160487,0.101969967582783,46.7432142694193,1,6,15
"ind.81",1,2,0.220511656137576,2.54887896160487,0.101969967582783,49.5741410484704,2,0,17
"ind.91",1,2,0.220511656137576,2.54887896160487,0.101969967582783,41.019938787259,1,3,12
"ind.101",1,2,0.220511656137576,2.54887896160487,0.101969967582783,48.1495012095362,0,7,8
"ind.111",1,2,0.220511656137576,2.54887896160487,0.101969967582783,31.9333441304129,6,7,56
"ind.121",1,2,0.220511656137576,2.54887896160487,0.101969967582783,20.8091070485086,7,0,57
"ind.131",1,2,0.220511656137576,2.54887896160487,0.101969967582783,36.3225165519984,3,2,27
"ind.141",1,2,0.220511656137576,2.54887896160487,0.101969967582783,46.1155807353877,3,0,25
"ind.151",1,2,0.220511656137576,2.54887896160487,0.101969967582783,25.5972775511386,5,1,42
"ind.161",1,2,0.220511656137576,2.54887896160487,0.101969967582783,45.0989605329666,2,6,23
"ind.171",1,2,0.220511656137576,2.54887896160487,0.101969967582783,1.92491656190879,7,2,59
"ind.181",1,2,0.220511656137576,2.54887896160487,0.101969967582783,47.7342714072439,0,0,1
"ind.191",1,2,0.220511656137576,2.54887896160487,0.101969967582783,32.6616493326587,5,6,47
"ind.201",1,2,0.220511656137576,2.54887896160487,0.101969967582783,41.124985533695,4,7,40
