"","id","round","lambda","beta","tau","mu","x1","x2","choices"
"choice",1,1,3.03584349426126,0.0949506811440196,0.396683947735807,48.5917085156925,5,0,41
"ind",1,1,3.03584349426126,0.0949506811440196,0.396683947735807,0.00558127904439903,0,7,8
"ind.1",1,1,3.03584349426126,0.0949506811440196,0.396683947735807,39.0758627825375,4,2,35
"ind.2",1,1,3.03584349426126,0.0949506811440196,0.396683947735807,9.19564011829138,2,5,22
"ind.3",1,1,3.03584349426126,0.0949506811440196,0.396683947735807,37.0733976471734,7,0,57
"ind.4",1,1,3.03584349426126,0.0949506811440196,0.396683947735807,45.3680283894381,4,1,34
"ind.5",1,1,3.03584349426126,0.0949506811440196,0.396683947735807,14.6656565961379,3,5,30
"ind.6",1,1,3.03584349426126,0.0949506811440196,0.396683947735807,43.5033236649675,3,1,26
"ind.7",1,1,3.03584349426126,0.0949506811440196,0.396683947735807,14.6656565961379,3,5,30
"ind.8",1,1,3.03584349426126,0.0949506811440196,0.396683947735807,44.1664010213306,6,0,49
"ind.9",1,1,3.03584349426126,0.0949506811440196,0.396683947735807,20.2875748066153,5,6,47
"ind.10",1,1,3.03584349426126,0.0949506811440196,0.396683947735807,39.0758627825375,4,2,35
"ind.11",1,1,3.03584349426126,0.0949506811440196,0.396683947735807,39.0350422628643,5,2,43
"ind.12",1,1,3.03584349426126,0.0949506811440196,0.396683947735807,6.75671347589776,3,7,32
"ind.13",1,1,3.03584349426126,0.0949506811440196,0.396683947735807,0.00558127904439903,0,7,8
"ind.14",1,1,3.03584349426126,0.0949506811440196,0.396683947735807,28.4583062867473,3,3,28
"ind.15",1,1,3.03584349426126,0.0949506811440196,0.396683947735807,11.1836782283455,1,4,13
"ind.16",1,1,3.03584349426126,0.0949506811440196,0.396683947735807,36.3720672579703,3,2,27
"ind.17",1,1,3.03584349426126,0.0949506811440196,0.396683947735807,38.107734555636,0,0,1
"ind.18",1,1,3.03584349426126,0.0949506811440196,0.396683947735807,15.7823997066883,0,3,4
"ind.19",1,1,3.03584349426126,0.0949506811440196,0.396683947735807,39.0758627825375,4,2,35
"ind.20",1,1,3.03584349426126,0.0949506811440196,0.396683947735807,32.0631292348065,2,2,19
"ind.21",1,1,3.03584349426126,0.0949506811440196,0.396683947735807,42.1875422806322,1,0,9
"ind.22",1,1,3.03584349426126,0.0949506811440196,0.396683947735807,50,4,0,33
"ind.23",1,1,3.03584349426126,0.0949506811440196,0.396683947735807,33.3908711368466,7,1,58
"ind.24",1,1,3.03584349426126,0.0949506811440196,0.396683947735807,39.0350422628643,5,2,43
"choice1",1,2,3.03584349426126,0.0949506811440196,0.396683947735807,37.3979616707358,5,5,46
"ind1",1,2,3.03584349426126,0.0949506811440196,0.396683947735807,46.8216730271491,0,7,8
"ind.110",1,2,3.03584349426126,0.0949506811440196,0.396683947735807,29.4743129063916,6,3,52
