"","id","round","lambda","beta","tau","mu","x1","x2","choices"
"choice",1,1,0.220511656137576,0.1182373878221,0.0648357938587634,19.5098637329097,3,3,28
"ind",1,1,0.220511656137576,0.1182373878221,0.0648357938587634,31.2729844484728,2,2,19
"ind.1",1,1,0.220511656137576,0.1182373878221,0.0648357938587634,2.63020484734889,3,7,32
"ind.2",1,1,0.220511656137576,0.1182373878221,0.0648357938587634,37.4952570443068,7,2,59
"ind.3",1,1,0.220511656137576,0.1182373878221,0.0648357938587634,9.75863172475395,4,7,40
"ind.4",1,1,0.220511656137576,0.1182373878221,0.0648357938587634,32.2070490821065,7,6,63
"ind.5",1,1,0.220511656137576,0.1182373878221,0.0648357938587634,33.0652085113896,6,0,49
"ind.6",1,1,0.220511656137576,0.1182373878221,0.0648357938587634,25.6455226556138,0,5,6
"ind.7",1,1,0.220511656137576,0.1182373878221,0.0648357938587634,37.1606815364172,1,0,9
"ind.8",1,1,0.220511656137576,0.1182373878221,0.0648357938587634,1.95598771574227,2,6,23
"ind.9",1,1,0.220511656137576,0.1182373878221,0.0648357938587634,8.08997385012201,0,7,8
"ind.10",1,1,0.220511656137576,0.1182373878221,0.0648357938587634,37.4952570443068,7,2,59
"ind.11",1,1,0.220511656137576,0.1182373878221,0.0648357938587634,31.8062402982671,2,0,17
"ind.12",1,1,0.220511656137576,0.1182373878221,0.0648357938587634,34.3062711148304,6,1,50
"ind.13",1,1,0.220511656137576,0.1182373878221,0.0648357938587634,43.6292024963597,0,0,1
"ind.14",1,1,0.220511656137576,0.1182373878221,0.0648357938587634,43.6292024963597,0,0,1
"ind.15",1,1,0.220511656137576,0.1182373878221,0.0648357938587634,43.6292024963597,0,0,1
"ind.16",1,1,0.220511656137576,0.1182373878221,0.0648357938587634,35.0456358225327,7,3,60
"ind.17",1,1,0.220511656137576,0.1182373878221,0.0648357938587634,43.6292024963597,0,0,1
"ind.18",1,1,0.220511656137576,0.1182373878221,0.0648357938587634,43.6292024963597,0,0,1
"ind.19",1,1,0.220511656137576,0.1182373878221,0.0648357938587634,34.2929098228703,1,3,12
"ind.20",1,1,0.220511656137576,0.1182373878221,0.0648357938587634,43.6292024963597,0,0,1
"ind.21",1,1,0.220511656137576,0.1182373878221,0.0648357938587634,33.7623159808245,2,1,18
"ind.22",1,1,0.220511656137576,0.1182373878221,0.0648357938587634,43.6292024963597,0,0,1
"ind.23",1,1,0.220511656137576,0.1182373878221,0.0648357938587634,43.6292024963597,0,0,1
"ind.24",1,1,0.220511656137576,0.1182373878221,0.0648357938587634,43.6292024963597,0,0,1
"choice1",1,2,0.220511656137576,0.1182373878221,0.0648357938587634,32.0275765356898,5,3,44
"ind1",1,2,0.220511656137576,0.1182373878221,0.0648357938587634,10.1943566113603,4,0,33
"ind.110",1,2,0.220511656137576,0.1182373878221,0.0648357938587634,37.2541224409274,5,7,48
"ind.25",1,2,0.220511656137576,0.1182373878221,0.0648357938587634,20.6848403304445,3,2,27
"ind.31",1,2,0.220511656137576,0.1182373878221,0.0648357938587634,40.6698115543949,7,3,60
"ind.41",1,2,0.220511656137576,0.1182373878221,0.0648357938587634,50,0,7,8
"ind.51",1,2,0.220511656137576,0.1182373878221,0.0648357938587634,0,1,0,9
"ind.61",1,2,0.220511656137576,0.1182373878221,0.0648357938587634,40.6698115543949,7,3,60
"ind.71",1,2,0.220511656137576,0.1182373878221,0.0648357938587634,50,0,7,8
"ind.81",1,2,0.220511656137576,0.1182373878221,0.0648357938587634,44.5424749341876,7,5,62
"ind.91",1,2,0.220511656137576,0.1182373878221,0.0648357938587634,44.5424749341876,7,5,62
"ind.101",1,2,0.220511656137576,0.1182373878221,0.0648357938587634,50,0,7,8
"ind.111",1,2,0.220511656137576,0.1182373878221,0.0648357938587634,50,0,7,8
"ind.121",1,2,0.220511656137576,0.1182373878221,0.0648357938587634,44.7862239232759,1,6,15
"ind.131",1,2,0.220511656137576,0.1182373878221,0.0648357938587634,44.5424749341876,7,5,62
"ind.141",1,2,0.220511656137576,0.1182373878221,0.0648357938587634,50,0,7,8
"ind.151",1,2,0.220511656137576,0.1182373878221,0.0648357938587634,44.7862239232759,1,6,15
"ind.161",1,2,0.220511656137576,0.1182373878221,0.0648357938587634,50,0,7,8
"ind.171",1,2,0.220511656137576,0.1182373878221,0.0648357938587634,50,0,7,8
"ind.181",1,2,0.220511656137576,0.1182373878221,0.0648357938587634,50,0,7,8
"ind.191",1,2,0.220511656137576,0.1182373878221,0.0648357938587634,44.5424749341876,7,5,62
"ind.201",1,2,0.220511656137576,0.1182373878221,0.0648357938587634,50,0,7,8
"ind.211",1,2,0.220511656137576,0.1182373878221,0.0648357938587634,50,0,7,8
"ind.221",1,2,0.220511656137576,0.1182373878221,0.0648357938587634,50,0,7,8
"ind.231",1,2,0.220511656137576,0.1182373878221,0.0648357938587634,38.7997130649593,6,4,53
"ind.241",1,2,0.220511656137576,0.1182373878221,0.0648357938587634,44.5424749341876,7,5,62
"choice2",1,3,0.220511656137576,0.1182373878221,0.0648357938587634,11.4999996630388,5,5,46
"ind2",1,3,0.220511656137576,0.1182373878221,0.0648357938587634,18.9794400057223,5,6,47
"ind.112",1,3,0.220511656137576,0.1182373878221,0.0648357938587634,17.4964915946295,3,1,26
"ind.26",1,3,0.220511656137576,0.1182373878221,0.0648357938587634,8.16788622614801,1,6,15
"ind.32",1,3,0.220511656137576,0.1182373878221,0.0648357938587634,4.02192835034464,5,2,43
"ind.42",1,3,0.220511656137576,0.1182373878221,0.0648357938587634,45.6932071928087,1,0,9
"ind.52",1,3,0.220511656137576,0.1182373878221,0.0648357938587634,3.38251392502283,2,5,22
"ind.62",1,3,0.220511656137576,0.1182373878221,0.0648357938587634,9.28709688856098,1,5,14
"ind.72",1,3,0.220511656137576,0.1182373878221,0.0648357938587634,45.6932071928087,1,0,9
"ind.82",1,3,0.220511656137576,0.1182373878221,0.0648357938587634,30.0458297586598,0,3,4
"ind.92",1,3,0.220511656137576,0.1182373878221,0.0648357938587634,45.6932071928087,1,0,9
"ind.102",1,3,0.220511656137576,0.1182373878221,0.0648357938587634,45.6932071928087,1,0,9
"ind.113",1,3,0.220511656137576,0.1182373878221,0.0648357938587634,45.6932071928087,1,0,9
"ind.122",1,3,0.220511656137576,0.1182373878221,0.0648357938587634,10.2372597805434,2,7,24
"ind.132",1,3,0.220511656137576,0.1182373878221,0.0648357938587634,45.6932071928087,1,0,9
"ind.142",1,3,0.220511656137576,0.1182373878221,0.0648357938587634,45.6932071928087,1,0,9
"ind.152",1,3,0.220511656137576,0.1182373878221,0.0648357938587634,45.6932071928087,1,0,9
"ind.162",1,3,0.220511656137576,0.1182373878221,0.0648357938587634,8.16788622614801,1,6,15
"ind.172",1,3,0.220511656137576,0.1182373878221,0.0648357938587634,17.7340137252363,0,5,6
"ind.182",1,3,0.220511656137576,0.1182373878221,0.0648357938587634,45.6932071928087,1,0,9
"ind.192",1,3,0.220511656137576,0.1182373878221,0.0648357938587634,45.6932071928087,1,0,9
"ind.202",1,3,0.220511656137576,0.1182373878221,0.0648357938587634,45.6932071928087,1,0,9
"ind.212",1,3,0.220511656137576,0.1182373878221,0.0648357938587634,45.6932071928087,1,0,9
"ind.222",1,3,0.220511656137576,0.1182373878221,0.0648357938587634,45.6932071928087,1,0,9
"ind.232",1,3,0.220511656137576,0.1182373878221,0.0648357938587634,45.6932071928087,1,0,9
"ind.242",1,3,0.220511656137576,0.1182373878221,0.0648357938587634,45.6932071928087,1,0,9
"choice3",1,4,0.220511656137576,0.1182373878221,0.0648357938587634,15.0791044946626,3,0,25
"ind3",1,4,0.220511656137576,0.1182373878221,0.0648357938587634,1.48322866083064,0,2,3
"ind.114",1,4,0.220511656137576,0.1182373878221,0.0648357938587634,38.2665245662246,6,6,55
"ind.27",1,4,0.220511656137576,0.1182373878221,0.0648357938587634,42.8747175960587,5,4,45
"ind.33",1,4,0.220511656137576,0.1182373878221,0.0648357938587634,42.8747175960587,5,4,45
"ind.43",1,4,0.220511656137576,0.1182373878221,0.0648357938587634,27.502048919412,7,3,60
"ind.53",1,4,0.220511656137576,0.1182373878221,0.0648357938587634,42.8747175960587,5,4,45
"ind.63",1,4,0.220511656137576,0.1182373878221,0.0648357938587634,38.2665245662246,6,6,55
"ind.73",1,4,0.220511656137576,0.1182373878221,0.0648357938587634,42.8747175960587,5,4,45
"ind.83",1,4,0.220511656137576,0.1182373878221,0.0648357938587634,33.4064365448463,3,3,28
"ind.93",1,4,0.220511656137576,0.1182373878221,0.0648357938587634,38.6598957025728,4,3,36
"ind.103",1,4,0.220511656137576,0.1182373878221,0.0648357938587634,42.8747175960587,5,4,45
"ind.115",1,4,0.220511656137576,0.1182373878221,0.0648357938587634,47.7250930207211,1,7,16
"ind.123",1,4,0.220511656137576,0.1182373878221,0.0648357938587634,47.7250930207211,1,7,16
"ind.133",1,4,0.220511656137576,0.1182373878221,0.0648357938587634,23.6754604889524,5,1,42
