"","id","round","lambda","beta","tau","mu","x1","x2","choices"
"choice",1,1,0.528503044672503,1.32001536684382,0.0262119865151663,42.2242370537222,4,6,39
"ind",1,1,0.528503044672503,1.32001536684382,0.0262119865151663,42.3658086654227,3,6,31
"ind.1",1,1,0.528503044672503,1.32001536684382,0.0262119865151663,42.0441144202091,6,6,55
"ind.2",1,1,0.528503044672503,1.32001536684382,0.0262119865151663,41.9227221522683,5,6,47
"ind.3",1,1,0.528503044672503,1.32001536684382,0.0262119865151663,26.1800563100948,1,2,11
"ind.4",1,1,0.528503044672503,1.32001536684382,0.0262119865151663,33.7503213906314,4,5,38
"ind.5",1,1,0.528503044672503,1.32001536684382,0.0262119865151663,13.0980243613918,3,2,27
"ind.6",1,1,0.528503044672503,1.32001536684382,0.0262119865151663,23.7476109562894,2,3,20
"ind.7",1,1,0.528503044672503,1.32001536684382,0.0262119865151663,49.6604002969904,4,7,40
"ind.8",1,1,0.528503044672503,1.32001536684382,0.0262119865151663,47.941920330433,5,7,48
"ind.9",1,1,0.528503044672503,1.32001536684382,0.0262119865151663,35.0025108192467,2,5,22
"ind.10",1,1,0.528503044672503,1.32001536684382,0.0262119865151663,3.62591001522217,5,1,42
"ind.11",1,1,0.528503044672503,1.32001536684382,0.0262119865151663,36.7719016066942,6,5,54
"ind.12",1,1,0.528503044672503,1.32001536684382,0.0262119865151663,50,3,7,32
"ind.13",1,1,0.528503044672503,1.32001536684382,0.0262119865151663,45.7097555673422,6,7,56
"ind.14",1,1,0.528503044672503,1.32001536684382,0.0262119865151663,43.291052119213,7,6,63
"ind.15",1,1,0.528503044672503,1.32001536684382,0.0262119865151663,18.8758180558097,7,1,58
"ind.16",1,1,0.528503044672503,1.32001536684382,0.0262119865151663,44.0649363552193,7,7,64
"ind.17",1,1,0.528503044672503,1.32001536684382,0.0262119865151663,34.2115680263841,0,4,5
"ind.18",1,1,0.528503044672503,1.32001536684382,0.0262119865151663,34.2583032729412,3,5,30
"ind.19",1,1,0.528503044672503,1.32001536684382,0.0262119865151663,41.7403248813324,2,6,23
"ind.20",1,1,0.528503044672503,1.32001536684382,0.0262119865151663,48.7384434086197,2,7,24
"ind.21",1,1,0.528503044672503,1.32001536684382,0.0262119865151663,28.1338744313276,0,0,1
"ind.22",1,1,0.528503044672503,1.32001536684382,0.0262119865151663,26.3536881352575,3,4,29
"ind.23",1,1,0.528503044672503,1.32001536684382,0.0262119865151663,4.53044736438887,6,0,49
"ind.24",1,1,0.528503044672503,1.32001536684382,0.0262119865151663,15.1816841139581,6,2,51
"choice1",1,2,0.528503044672503,1.32001536684382,0.0262119865151663,34.7088256643476,1,4,13
"ind1",1,2,0.528503044672503,1.32001536684382,0.0262119865151663,36.9168264156741,1,5,14
"ind.110",1,2,0.528503044672503,1.32001536684382,0.0262119865151663,33.4501826054838,2,6,23
"ind.25",1,2,0.528503044672503,1.32001536684382,0.0262119865151663,29.3188399098452,2,0,17
"ind.31",1,2,0.528503044672503,1.32001536684382,0.0262119865151663,41.5674002754876,1,7,16
"ind.41",1,2,0.528503044672503,1.32001536684382,0.0262119865151663,29.0691228751261,2,2,19
"ind.51",1,2,0.528503044672503,1.32001536684382,0.0262119865151663,34.7209029624552,1,0,9
"ind.61",1,2,0.528503044672503,1.32001536684382,0.0262119865151663,32.8636963039056,2,7,24
"ind.71",1,2,0.528503044672503,1.32001536684382,0.0262119865151663,26.6099459329623,3,6,31
"ind.81",1,2,0.528503044672503,1.32001536684382,0.0262119865151663,20.8558291012461,4,4,37
"ind.91",1,2,0.528503044672503,1.32001536684382,0.0262119865151663,24.7682745967888,3,2,27
"ind.101",1,2,0.528503044672503,1.32001536684382,0.0262119865151663,21.1493013200788,4,5,38
"ind.111",1,2,0.528503044672503,1.32001536684382,0.0262119865151663,15.4270977280459,5,6,47
"ind.121",1,2,0.528503044672503,1.32001536684382,0.0262119865151663,29.6550620772383,2,1,18
"ind.131",1,2,0.528503044672503,1.32001536684382,0.0262119865151663,25.1007925405872,3,3,28
"ind.141",1,2,0.528503044672503,1.32001536684382,0.0262119865151663,0,7,0,57
"ind.151",1,2,0.528503044672503,1.32001536684382,0.0262119865151663,14.4591929425617,5,3,44
"ind.161",1,2,0.528503044672503,1.32001536684382,0.0262119865151663,27.8275718426894,7,7,64
"ind.171",1,2,0.528503044672503,1.32001536684382,0.0262119865151663,32.7785573935076,2,5,22
"ind.181",1,2,0.528503044672503,1.32001536684382,0.0262119865151663,34.7909535638059,1,1,10
"ind.191",1,2,0.528503044672503,1.32001536684382,0.0262119865151663,38.6165708520881,0,2,3
"ind.201",1,2,0.528503044672503,1.32001536684382,0.0262119865151663,39.323578535739,1,6,15
"ind.211",1,2,0.528503044672503,1.32001536684382,0.0262119865151663,23.8194069606983,3,7,32
"ind.221",1,2,0.528503044672503,1.32001536684382,0.0262119865151663,11.726905176902,6,4,53
"ind.231",1,2,0.528503044672503,1.32001536684382,0.0262119865151663,40.2306777477702,0,1,2
"ind.241",1,2,0.528503044672503,1.32001536684382,0.0262119865151663,8.27668952474616,6,1,50
"choice2",1,3,0.528503044672503,1.32001536684382,0.0262119865151663,46.6845625649492,1,7,16
"ind2",1,3,0.528503044672503,1.32001536684382,0.0262119865151663,22.4253312169141,2,1,18
"ind.112",1,3,0.528503044672503,1.32001536684382,0.0262119865151663,16.4867292433949,7,2,59
"ind.26",1,3,0.528503044672503,1.32001536684382,0.0262119865151663,17.5235854085094,0,1,2
"ind.32",1,3,0.528503044672503,1.32001536684382,0.0262119865151663,33.3405008505064,6,5,54
"ind.42",1,3,0.528503044672503,1.32001536684382,0.0262119865151663,48.5927279548886,1,6,15
"ind.52",1,3,0.528503044672503,1.32001536684382,0.0262119865151663,46.5464237347201,3,5,30
"ind.62",1,3,0.528503044672503,1.32001536684382,0.0262119865151663,42.2709122609666,2,7,24
"ind.72",1,3,0.528503044672503,1.32001536684382,0.0262119865151663,47.809882745726,0,5,6
"ind.82",1,3,0.528503044672503,1.32001536684382,0.0262119865151663,47.5147817026113,0,6,7
"ind.92",1,3,0.528503044672503,1.32001536684382,0.0262119865151663,41.4727314257212,3,6,31
"ind.102",1,3,0.528503044672503,1.32001536684382,0.0262119865151663,50,1,5,14
"ind.113",1,3,0.528503044672503,1.32001536684382,0.0262119865151663,46.8216730271491,0,7,8
"ind.122",1,3,0.528503044672503,1.32001536684382,0.0262119865151663,48.6728394087935,1,4,13
"ind.132",1,3,0.528503044672503,1.32001536684382,0.0262119865151663,45.8267982036236,0,4,5
"ind.142",1,3,0.528503044672503,1.32001536684382,0.0262119865151663,33.5920304140452,6,4,53
"ind.152",1,3,0.528503044672503,1.32001536684382,0.0262119865151663,11.6749169805703,3,0,25
"ind.162",1,3,0.528503044672503,1.32001536684382,0.0262119865151663,49.3807771023969,2,5,22
"ind.172",1,3,0.528503044672503,1.32001536684382,0.0262119865151663,35.9957722217355,3,7,32
"ind.182",1,3,0.528503044672503,1.32001536684382,0.0262119865151663,46.0428161403232,2,6,23
"ind.192",1,3,0.528503044672503,1.32001536684382,0.0262119865151663,49.456179031446,2,4,21
"ind.202",1,3,0.528503044672503,1.32001536684382,0.0262119865151663,42.9380019741022,1,3,12
"ind.212",1,3,0.528503044672503,1.32001536684382,0.0262119865151663,40.0809157506754,0,3,4
"ind.222",1,3,0.528503044672503,1.32001536684382,0.0262119865151663,47.9816736981,3,4,29
"ind.232",1,3,0.528503044672503,1.32001536684382,0.0262119865151663,44.0811202887644,3,3,28
"ind.242",1,3,0.528503044672503,1.32001536684382,0.0262119865151663,44.6322861635281,2,3,20
"choice3",1,4,0.528503044672503,1.32001536684382,0.0262119865151663,46.1994957937455,6,4,53
"ind3",1,4,0.528503044672503,1.32001536684382,0.0262119865151663,45.4535019530727,7,4,61
"ind.114",1,4,0.528503044672503,1.32001536684382,0.0262119865151663,31.6895327845486,3,7,32
"ind.27",1,4,0.528503044672503,1.32001536684382,0.0262119865151663,9.55035502421773,1,1,10
"ind.33",1,4,0.528503044672503,1.32001536684382,0.0262119865151663,49.2035387251504,6,6,55
"ind.43",1,4,0.528503044672503,1.32001536684382,0.0262119865151663,50,6,5,54
"ind.53",1,4,0.528503044672503,1.32001536684382,0.0262119865151663,48.2569832158053,7,5,62
"ind.63",1,4,0.528503044672503,1.32001536684382,0.0262119865151663,44.1113299203078,6,7,56
"ind.73",1,4,0.528503044672503,1.32001536684382,0.0262119865151663,8.3456384016406,3,1,26
"ind.83",1,4,0.528503044672503,1.32001536684382,0.0262119865151663,38.7665850141027,4,7,40
"ind.93",1,4,0.528503044672503,1.32001536684382,0.0262119865151663,47.2440654899596,5,5,46
"ind.103",1,4,0.528503044672503,1.32001536684382,0.0262119865151663,30.4011083744696,7,2,59
"ind.115",1,4,0.528503044672503,1.32001536684382,0.0262119865151663,42.3581768459306,5,4,45
"ind.123",1,4,0.528503044672503,1.32001536684382,0.0262119865151663,18.0498799129695,2,5,22
"ind.133",1,4,0.528503044672503,1.32001536684382,0.0262119865151663,47.4932352022551,5,6,47
"ind.143",1,4,0.528503044672503,1.32001536684382,0.0262119865151663,43.188738677527,5,7,48
"ind.153",1,4,0.528503044672503,1.32001536684382,0.0262119865151663,16.4467571582738,3,3,28
"ind.163",1,4,0.528503044672503,1.32001536684382,0.0262119865151663,46.9075097973385,7,6,63
"ind.173",1,4,0.528503044672503,1.32001536684382,0.0262119865151663,11.7305942379928,7,0,57
"ind.183",1,4,0.528503044672503,1.32001536684382,0.0262119865151663,39.0457412897625,7,3,60
"ind.193",1,4,0.528503044672503,1.32001536684382,0.0262119865151663,14.5886248376649,1,6,15
"ind.203",1,4,0.528503044672503,1.32001536684382,0.0262119865151663,41.9791382053083,7,7,64
"ind.213",1,4,0.528503044672503,1.32001536684382,0.0262119865151663,38.5316199203796,6,3,52
"ind.223",1,4,0.528503044672503,1.32001536684382,0.0262119865151663,41.4170606223177,4,6,39
"ind.233",1,4,0.528503044672503,1.32001536684382,0.0262119865151663,24.0575274398225,5,2,43
"ind.243",1,4,0.528503044672503,1.32001536684382,0.0262119865151663,39.7731992162812,4,5,38
"choice4",1,5,0.528503044672503,1.32001536684382,0.0262119865151663,24.0059962980255,2,1,18
"ind4",1,5,0.528503044672503,1.32001536684382,0.0262119865151663,44.5829479719505,5,1,42
"ind.116",1,5,0.528503044672503,1.32001536684382,0.0262119865151663,40.7877584615711,4,2,35
"ind.28",1,5,0.528503044672503,1.32001536684382,0.0262119865151663,1.81907716311096,0,3,4
"ind.34",1,5,0.528503044672503,1.32001536684382,0.0262119865151663,37.2567951457107,2,6,23
"ind.44",1,5,0.528503044672503,1.32001536684382,0.0262119865151663,47.8765740090585,4,5,38
"ind.54",1,5,0.528503044672503,1.32001536684382,0.0262119865151663,28.0713728762454,2,4,21
"ind.64",1,5,0.528503044672503,1.32001536684382,0.0262119865151663,48.9907533636157,4,6,39
"ind.74",1,5,0.528503044672503,1.32001536684382,0.0262119865151663,41.8488212611777,3,5,30
"ind.84",1,5,0.528503044672503,1.32001536684382,0.0262119865151663,44.3243162681346,3,6,31
"ind.94",1,5,0.528503044672503,1.32001536684382,0.0262119865151663,44.6482538661169,5,2,43
"ind.104",1,5,0.528503044672503,1.32001536684382,0.0262119865151663,39.6739170528937,7,6,63
"ind.117",1,5,0.528503044672503,1.32001536684382,0.0262119865151663,38.4337005692824,7,4,61
"ind.124",1,5,0.528503044672503,1.32001536684382,0.0262119865151663,45.4973936117245,6,1,50
"ind.134",1,5,0.528503044672503,1.32001536684382,0.0262119865151663,47.7341467571425,4,7,40
"ind.144",1,5,0.528503044672503,1.32001536684382,0.0262119865151663,45.8991433294015,5,3,44
"ind.154",1,5,0.528503044672503,1.32001536684382,0.0262119865151663,39.5143990351091,7,3,60
"ind.164",1,5,0.528503044672503,1.32001536684382,0.0262119865151663,45.3222232902186,4,4,37
"ind.174",1,5,0.528503044672503,1.32001536684382,0.0262119865151663,46.8464272966918,6,0,49
"ind.184",1,5,0.528503044672503,1.32001536684382,0.0262119865151663,44.3390952929637,3,7,32
"ind.194",1,5,0.528503044672503,1.32001536684382,0.0262119865151663,45.6109259415161,5,0,41
"ind.204",1,5,0.528503044672503,1.32001536684382,0.0262119865151663,50,5,6,47
"ind.214",1,5,0.528503044672503,1.32001536684382,0.0262119865151663,46.6782819270574,6,6,55
"ind.224",1,5,0.528503044672503,1.32001536684382,0.0262119865151663,48.4792380990096,5,7,48
"ind.234",1,5,0.528503044672503,1.32001536684382,0.0262119865151663,44.67463363921,6,2,51
"ind.244",1,5,0.528503044672503,1.32001536684382,0.0262119865151663,47.2565485567163,7,0,57
"choice5",1,6,0.528503044672503,1.32001536684382,0.0262119865151663,45.6639236214227,7,1,58
"ind5",1,6,0.528503044672503,1.32001536684382,0.0262119865151663,33.761717523983,1,7,16
"ind.118",1,6,0.528503044672503,1.32001536684382,0.0262119865151663,48.8478437734658,7,3,60
"ind.29",1,6,0.528503044672503,1.32001536684382,0.0262119865151663,47.0830870427624,7,2,59
"ind.35",1,6,0.528503044672503,1.32001536684382,0.0262119865151663,45.4273592873444,7,0,57
"ind.45",1,6,0.528503044672503,1.32001536684382,0.0262119865151663,13.2904802733097,1,4,13
"ind.55",1,6,0.528503044672503,1.32001536684382,0.0262119865151663,50,7,4,61
"ind.65",1,6,0.528503044672503,1.32001536684382,0.0262119865151663,35.951036331385,6,2,51
"ind.75",1,6,0.528503044672503,1.32001536684382,0.0262119865151663,23.3373877711858,3,6,31
"ind.85",1,6,0.528503044672503,1.32001536684382,0.0262119865151663,34.1333183200271,6,1,50
"ind.95",1,6,0.528503044672503,1.32001536684382,0.0262119865151663,11.6340517326543,3,4,29
"ind.105",1,6,0.528503044672503,1.32001536684382,0.0262119865151663,2.99940854804384,1,2,11
"ind.119",1,6,0.528503044672503,1.32001536684382,0.0262119865151663,0,2,1,18
"ind.125",1,6,0.528503044672503,1.32001536684382,0.0262119865151663,31.7073546438685,3,7,32
"ind.135",1,6,0.528503044672503,1.32001536684382,0.0262119865151663,49.7230736642943,7,5,62
"ind.145",1,6,0.528503044672503,1.32001536684382,0.0262119865151663,41.1068723717091,6,5,54
"ind.155",1,6,0.528503044672503,1.32001536684382,0.0262119865151663,3.20007462023396,0,0,1
"ind.165",1,6,0.528503044672503,1.32001536684382,0.0262119865151663,28.4139558207884,5,4,45
"ind.175",1,6,0.528503044672503,1.32001536684382,0.0262119865151663,16.8842832211444,3,5,30
"ind.185",1,6,0.528503044672503,1.32001536684382,0.0262119865151663,33.9290707628423,6,0,49
"ind.195",1,6,0.528503044672503,1.32001536684382,0.0262119865151663,41.1726052297254,6,6,55
"ind.205",1,6,0.528503044672503,1.32001536684382,0.0262119865151663,41.2061547324718,6,7,56
"ind.215",1,6,0.528503044672503,1.32001536684382,0.0262119865151663,21.9563288938732,5,0,41
"ind.225",1,6,0.528503044672503,1.32001536684382,0.0262119865151663,21.5392626156134,5,1,42
"ind.235",1,6,0.528503044672503,1.32001536684382,0.0262119865151663,38.3100192671949,6,3,52
"ind.245",1,6,0.528503044672503,1.32001536684382,0.0262119865151663,48.262147148212,7,6,63
"choice6",1,7,0.528503044672503,1.32001536684382,0.0262119865151663,30.1572116414151,6,6,55
"ind6",1,7,0.528503044672503,1.32001536684382,0.0262119865151663,30.875385751287,7,6,63
"ind.120",1,7,0.528503044672503,1.32001536684382,0.0262119865151663,46.5464237347201,3,5,30
"ind.210",1,7,0.528503044672503,1.32001536684382,0.0262119865151663,10.5420314619335,2,0,17
"ind.36",1,7,0.528503044672503,1.32001536684382,0.0262119865151663,42.9380019741022,1,3,12
"ind.46",1,7,0.528503044672503,1.32001536684382,0.0262119865151663,47.9816736981,3,4,29
"ind.56",1,7,0.528503044672503,1.32001536684382,0.0262119865151663,49.456179031446,2,4,21
"ind.66",1,7,0.528503044672503,1.32001536684382,0.0262119865151663,35.0458851877236,3,2,27
"ind.76",1,7,0.528503044672503,1.32001536684382,0.0262119865151663,49.3807771023969,2,5,22
"ind.86",1,7,0.528503044672503,1.32001536684382,0.0262119865151663,42.2709122609666,2,7,24
"ind.96",1,7,0.528503044672503,1.32001536684382,0.0262119865151663,30.1644773703656,0,2,3
