"","id","round","lambda","beta","tau","mu","x1","x2","choices"
"choice",1,1,0.528503044672503,0.039488543646506,0.0648357938587634,11.4315199375386,1,4,13
"ind",1,1,0.528503044672503,0.039488543646506,0.0648357938587634,21.7458380915461,1,2,11
"ind.1",1,1,0.528503044672503,0.039488543646506,0.0648357938587634,16.8756044978001,4,4,37
"ind.2",1,1,0.528503044672503,0.039488543646506,0.0648357938587634,23.7300381290344,0,2,3
"ind.3",1,1,0.528503044672503,0.039488543646506,0.0648357938587634,31.383260928463,4,1,34
"ind.4",1,1,0.528503044672503,0.039488543646506,0.0648357938587634,19.3064969736948,0,3,4
"ind.5",1,1,0.528503044672503,0.039488543646506,0.0648357938587634,31.0591188902738,5,2,43
"ind.6",1,1,0.528503044672503,0.039488543646506,0.0648357938587634,11.4315199375386,1,4,13
"ind.7",1,1,0.528503044672503,0.039488543646506,0.0648357938587634,22.408736919917,3,2,27
"ind.8",1,1,0.528503044672503,0.039488543646506,0.0648357938587634,47.3191255406178,7,1,58
"ind.9",1,1,0.528503044672503,0.039488543646506,0.0648357938587634,47.3191255406178,7,1,58
"ind.10",1,1,0.528503044672503,0.039488543646506,0.0648357938587634,47.3191255406178,7,1,58
"ind.11",1,1,0.528503044672503,0.039488543646506,0.0648357938587634,47.3191255406178,7,1,58
"ind.12",1,1,0.528503044672503,0.039488543646506,0.0648357938587634,47.3191255406178,7,1,58
"ind.13",1,1,0.528503044672503,0.039488543646506,0.0648357938587634,47.3191255406178,7,1,58
"ind.14",1,1,0.528503044672503,0.039488543646506,0.0648357938587634,47.3191255406178,7,1,58
"ind.15",1,1,0.528503044672503,0.039488543646506,0.0648357938587634,47.3191255406178,7,1,58
"ind.16",1,1,0.528503044672503,0.039488543646506,0.0648357938587634,47.3191255406178,7,1,58
"ind.17",1,1,0.528503044672503,0.039488543646506,0.0648357938587634,14.6537772351459,5,7,48
"ind.18",1,1,0.528503044672503,0.039488543646506,0.0648357938587634,47.3191255406178,7,1,58
"ind.19",1,1,0.528503044672503,0.039488543646506,0.0648357938587634,47.3191255406178,7,1,58
"ind.20",1,1,0.528503044672503,0.039488543646506,0.0648357938587634,47.3191255406178,7,1,58
"ind.21",1,1,0.528503044672503,0.039488543646506,0.0648357938587634,47.3191255406178,7,1,58
"ind.22",1,1,0.528503044672503,0.039488543646506,0.0648357938587634,47.3191255406178,7,1,58
"ind.23",1,1,0.528503044672503,0.039488543646506,0.0648357938587634,47.3191255406178,7,1,58
"ind.24",1,1,0.528503044672503,0.039488543646506,0.0648357938587634,47.3191255406178,7,1,58
"choice1",1,2,0.528503044672503,0.039488543646506,0.0648357938587634,9.05667532238106,2,5,22
"ind1",1,2,0.528503044672503,0.039488543646506,0.0648357938587634,29.1259782109928,1,1,10
"ind.110",1,2,0.528503044672503,0.039488543646506,0.0648357938587634,39.9493682207123,6,2,51
"ind.25",1,2,0.528503044672503,0.039488543646506,0.0648357938587634,39.9493682207123,6,2,51
"ind.31",1,2,0.528503044672503,0.039488543646506,0.0648357938587634,39.9493682207123,6,2,51
"ind.41",1,2,0.528503044672503,0.039488543646506,0.0648357938587634,1.99052204193331,0,7,8
"ind.51",1,2,0.528503044672503,0.039488543646506,0.0648357938587634,46.9078637912233,7,6,63
"ind.61",1,2,0.528503044672503,0.039488543646506,0.0648357938587634,46.9078637912233,7,6,63
"ind.71",1,2,0.528503044672503,0.039488543646506,0.0648357938587634,46.9078637912233,7,6,63
