"id","nLL","kernel","acq","R2","kError","lambda","beta","tau","epsilon","age_years","experiment","age_months","condition","agegroup"
94,354.862140560674,"RBF","UCB",0.573368458011561,NA,0.987976793460659,0.286306680128871,0.0315731217736098,NA,16,"Adolescent",192,"Smooth","[14,18)"
95,529.557970890593,"RBF","UCB",0.3633411179441,NA,1.13658697386465,0.211460373750559,0.0344316559962015,NA,14,"Adolescent",168,"Smooth","[14,18)"
96,455.718951190382,"RBF","UCB",0.452113774232097,NA,0.549898773925836,0.514938783596527,0.0146440657590967,NA,15,"Adolescent",180,"Smooth","[14,18)"
97,496.548580135957,"RBF","UCB",0.403026521564498,NA,17.1894117472383,0.171869943710728,0.0515739195345706,NA,13,"Adolescent",156,"Smooth","[11,14)"
98,446.570582495189,"RBF","UCB",0.463112362689412,NA,0.95856467564072,0.175778236789386,0.0403699978570229,NA,16,"Adolescent",192,"Smooth","[14,18)"
99,392.405266106494,"RBF","UCB",0.528232390474539,NA,0.557785992879242,0.339638777712235,0.0252742437401647,NA,15,"Adolescent",180,"Smooth","[14,18)"
100,404.383449218872,"RBF","UCB",0.513831669328633,NA,0.530945730517214,0.379136662133464,0.0203850956688732,NA,15,"Adolescent",180,"Smooth","[14,18)"
101,597.900566003573,"RBF","UCB",0.281176515401617,NA,0.471679244476808,0.531045839284912,0.0135316250646098,NA,20,"Adolescent",240,"Smooth","[18,25)"
102,541.516209112112,"RBF","UCB",0.348964375460804,NA,0.62920607419192,0.438680914083656,0.0295445472186799,NA,19,"Adolescent",228,"Smooth","[18,25)"
103,322.131221788558,"RBF","UCB",0.612719069841787,NA,1.31195948748551,0.225743371472921,0.0241143106016174,NA,20,"Adolescent",240,"Smooth","[18,25)"
104,484.945622080221,"RBF","UCB",0.41697612993671,NA,0.426653023036003,0.541180653263605,0.00673795278859155,NA,18,"Adolescent",216,"Smooth","[18,25)"
105,502.81726716171,"RBF","UCB",0.395490018493716,NA,1.46749480024231,0.00685766390414866,0.0723611889379205,NA,19,"Adolescent",228,"Smooth","[18,25)"
106,475.60035589082,"RBF","UCB",0.428211437592739,NA,0.786920698466389,0.315888065943758,0.0290592880310502,NA,22,"Adolescent",264,"Smooth","[18,25)"
107,320.681521979955,"RBF","UCB",0.614461965445662,NA,0.467853613635548,0.414586214132495,0.0128013396872283,NA,23,"Adolescent",276,"Smooth","[18,25)"
108,442.733612637964,"RBF","UCB",0.467725343843628,NA,0.668925577031684,0.347066462297746,0.0226689964891028,NA,23,"Adolescent",276,"Smooth","[18,25)"
109,358.13713581283,"RBF","UCB",0.569431108503878,NA,1.3070436740766,0.186431309125394,0.0361063478128379,NA,24,"Adolescent",288,"Smooth","[18,25)"
110,388.237809037048,"RBF","UCB",0.533242698513879,NA,3.12554413695485,0.00673794703733639,0.041025662228403,NA,25,"Adolescent",300,"Smooth","[25,55]"
111,663.957881079909,"RBF","UCB",0.201759381339059,NA,0.735133723797383,0.410813108305607,0.0415182761670729,NA,25,"Adolescent",300,"Smooth","[25,55]"
112,580.52497346157,"RBF","UCB",0.302066249728997,NA,0.408541523744593,0.54336147803453,0.00673883950478802,NA,24,"Adolescent",288,"Smooth","[18,25)"
113,391.430475251636,"RBF","UCB",0.529404328751378,NA,1.66072907572757,0.195639506839985,0.0341987771962904,NA,25,"Adolescent",300,"Smooth","[25,55]"
114,418.393592341311,"RBF","UCB",0.496988032657893,NA,0.488941193729946,0.424215663563162,0.0139907785937086,NA,25,"Adolescent",300,"Smooth","[25,55]"
115,421.560794077055,"RBF","UCB",0.493180277459849,NA,0.983384003726861,0.295281395869568,0.019871329817654,NA,24,"Adolescent",288,"Smooth","[18,25)"
116,495.742637954847,"RBF","UCB",0.403995462221108,NA,0.472581899729962,0.534225559030327,0.0108336351645513,NA,25,"Adolescent",300,"Smooth","[25,55]"
117,533.21960891529,"RBF","UCB",0.358938928760966,NA,0.41481542859698,0.542137588288412,0.00673799138932985,NA,22,"Adolescent",264,"Smooth","[18,25)"
118,586.185696308001,"RBF","UCB",0.295260669080336,NA,0.525409546338349,0.537654796129179,0.0199569311054085,NA,21,"Adolescent",252,"Smooth","[18,25)"
119,423.610955839284,"RBF","UCB",0.490715478953693,NA,0.777821687650491,0.250553063697354,0.0320525784422798,NA,21,"Adolescent",252,"Smooth","[18,25)"
120,266.955760665407,"RBF","UCB",0.679053539959397,NA,1.46444398945474,0.130552277358273,0.025427497397217,NA,22,"Adolescent",264,"Smooth","[18,25)"
121,666.582350222238,"RBF","UCB",0.198604124158555,NA,15.8766471488048,0.0263461915113846,0.114733031486658,NA,23,"Adolescent",276,"Smooth","[18,25)"
122,431.589749209466,"RBF","UCB",0.481123007597493,NA,1.39507651480186,0.249643987178041,0.0382185407727301,NA,21,"Adolescent",252,"Smooth","[18,25)"
123,385.095284690764,"RBF","UCB",0.537020785422426,NA,1.48678110342629,0.183862768311612,0.0273979719096306,NA,21,"Adolescent",252,"Smooth","[18,25)"
124,418.571084666043,"RBF","UCB",0.496774643243987,NA,1.26496675893834,0.215966188439503,0.0384241254733821,NA,22,"Adolescent",264,"Smooth","[18,25)"
125,351.169041200146,"RBF","UCB",0.577808471455681,NA,1.07279434394103,0.276838523244178,0.0316623369865813,NA,22,"Adolescent",264,"Smooth","[18,25)"
126,525.451096832972,"RBF","UCB",0.368278590307837,NA,1.37810166440721,0.07553415762831,0.0504688408679033,NA,21,"Adolescent",252,"Smooth","[18,25)"
127,531.640433505076,"RBF","UCB",0.360837485871807,NA,1.65818875580068,0.00676913976264315,0.072744143578532,NA,25,"Adolescent",300,"Smooth","[25,55]"
128,449.247876369973,"RBF","UCB",0.459893597192618,NA,1.19203947147868,0.216398006777449,0.0348531795768474,NA,22,"Adolescent",264,"Smooth","[18,25)"
129,391.270291646996,"RBF","UCB",0.529596908828084,NA,1.53568912568759,0.111913518104301,0.0402207144964335,NA,25,"Adolescent",300,"Smooth","[25,55]"
130,552.143164886573,"RBF","UCB",0.336188161797837,NA,1.14632606563406,0.271813804195334,0.0493739471177871,NA,22,"Adolescent",264,"Smooth","[18,25)"
131,361.362473335398,"RBF","UCB",0.565553459796377,NA,1.41660326352259,0.0160336946134001,0.0377954142786508,NA,22,"Adolescent",264,"Smooth","[18,25)"
132,627.507506470252,"RBF","UCB",0.245581693578974,NA,0.91067101998933,0.34316701282446,0.0514037295448737,NA,24,"Adolescent",288,"Smooth","[18,25)"
133,543.138955184333,"RBF","UCB",0.347013435701625,NA,0.668271800028146,0.360317737939816,0.0265249371380567,NA,23,"Adolescent",276,"Smooth","[18,25)"
134,507.07016270754,"RBF","UCB",0.390376992399226,NA,0.855923118290052,0.280084257299225,0.0311288350226023,NA,22,"Adolescent",264,"Smooth","[18,25)"
135,455.325222451236,"RBF","UCB",0.452587132981615,NA,0.423102669305345,0.555157671374253,0.00673797831151922,NA,20,"Adolescent",240,"Smooth","[18,25)"
136,624.142838635506,"RBF","UCB",0.249626851578496,NA,0.668308351962182,0.359722048650123,0.0374605926633936,NA,23,"Adolescent",276,"Smooth","[18,25)"
137,591.979309263145,"RBF","UCB",0.288295321847655,NA,1.15210931856549,0.171293655153125,0.0568306614247195,NA,18,"Adolescent",216,"Smooth","[18,25)"
138,561.552407784007,"RBF","UCB",0.324875938408963,NA,0.441175235588383,0.5756610241304,0.0123402445490535,NA,21,"Adolescent",252,"Smooth","[18,25)"
139,484.351812868105,"RBF","UCB",0.417690034608004,NA,0.706352084602184,0.307489025289108,0.0332968233785191,NA,25,"Adolescent",300,"Smooth","[25,55]"
140,506.55175132567,"RBF","UCB",0.391000250340697,NA,0.875249976804257,0.334572941741973,0.0359086091926357,NA,23,"Adolescent",276,"Smooth","[18,25)"
141,392.416308489942,"RBF","UCB",0.528219114814672,NA,0.956636025100251,0.29266919720965,0.0290034528170037,NA,24,"Adolescent",288,"Smooth","[18,25)"
142,379.67668942469,"RBF","UCB",0.543535269188217,NA,1.58432618574538,0.112291403340157,0.0360854712637233,NA,21,"Adolescent",252,"Smooth","[18,25)"
143,443.06609677592,"RBF","UCB",0.467325616162792,NA,0.833260316494336,0.241106621839192,0.0323680254775439,NA,24,"Adolescent",288,"Smooth","[18,25)"
144,438.060528026659,"RBF","UCB",0.473343540505615,NA,0.435754372863378,0.550583825876339,0.00673812895881185,NA,22,"Adolescent",264,"Smooth","[18,25)"
145,605.931510657492,"RBF","UCB",0.271521345380066,NA,1.52615575708476,0.0597298147428206,0.0886670408701705,NA,23,"Adolescent",276,"Smooth","[18,25)"
146,405.210795511886,"RBF","UCB",0.512836995666941,NA,1.10771425440408,0.225289410159645,0.0347759658765823,NA,22,"Adolescent",264,"Smooth","[18,25)"
147,446.297012117422,"RBF","UCB",0.463441261545529,NA,0.699920314106242,0.386547104906762,0.0236369473124834,NA,22,"Adolescent",264,"Smooth","[18,25)"
148,439.164440514979,"RBF","UCB",0.472016366278553,NA,0.432187176767766,0.554003813198994,0.00673973914343816,NA,22,"Adolescent",264,"Smooth","[18,25)"
149,708.652724461211,"RBF","UCB",0.148025190589465,NA,1.51340332122259,0.00673794799909597,0.139654366624623,NA,25,"Adolescent",300,"Smooth","[25,55]"
150,530.347460850372,"RBF","UCB",0.362391956902595,NA,0.695980434434028,0.281425146804892,0.0314281639042189,NA,23,"Adolescent",276,"Smooth","[18,25)"
151,447.000916834143,"RBF","UCB",0.462594995008802,NA,0.427473044546486,0.55208054638124,0.00673832631182941,NA,14,"Adolescent",168,"Smooth","[14,18)"
1,615.035897748153,"RBF","GM",0.26057563362504,NA,1.53760234368836,NA,0.0993748241851059,NA,11,"Adolescent",132,"Smooth","[11,14)"
2,696.749628758471,"RBF","GM",0.16233563820744,NA,1.70593130827244,NA,0.133039322741529,NA,10,"Adolescent",120,"Smooth","[9,11)"
3,550.952601998579,"RBF","GM",0.337619511109815,NA,1.77064453496648,NA,0.0766602867618278,NA,12,"Adolescent",144,"Smooth","[11,14)"
4,685.949272575342,"RBF","GM",0.175320321795136,NA,1.55459931910049,NA,0.130925234818423,NA,10,"Adolescent",120,"Smooth","[9,11)"
5,754.299013679675,"RBF","GM",0.0931471280140806,NA,1.65330324831125,NA,0.178444720738473,NA,12,"Adolescent",144,"Smooth","[11,14)"
6,703.717571179427,"RBF","GM",0.153958458227512,NA,2.22862373407619,NA,0.135721719064573,NA,12,"Adolescent",144,"Smooth","[11,14)"
7,733.286157301401,"RBF","GM",0.118409747757287,NA,1.60573123268845,NA,0.143648115013375,NA,12,"Adolescent",144,"Smooth","[11,14)"
8,763.531952527412,"RBF","GM",0.0820468654403625,NA,1.61086219964574,NA,0.190667345514946,NA,11,"Adolescent",132,"Smooth","[11,14)"
9,307.916235772728,"RBF","GM",0.629808978034573,NA,1.6260154870633,NA,0.0365666137230613,NA,11,"Adolescent",132,"Smooth","[11,14)"
10,726.55017529905,"RBF","GM",0.126508054282545,NA,1.55233650608636,NA,0.157984877619342,NA,10,"Adolescent",120,"Smooth","[9,11)"
11,776.16068193506,"RBF","GM",0.0668640276994107,NA,1.65407664801808,NA,0.209363596275536,NA,10,"Adolescent",120,"Smooth","[9,11)"
12,763.017294237572,"RBF","GM",0.0826656112424502,NA,1.66116253905739,NA,0.153718616603447,NA,11,"Adolescent",132,"Smooth","[11,14)"
13,530.012865094369,"RBF","GM",0.362794223267502,NA,1.47964605949245,NA,0.0787621568935056,NA,11,"Adolescent",132,"Smooth","[11,14)"
14,639.251377487848,"RBF","GM",0.231462673180702,NA,12.6544874718205,NA,0.112078638566939,NA,12,"Adolescent",144,"Smooth","[11,14)"
15,588.306166309332,"RBF","GM",0.292711342784275,NA,1.55637440087075,NA,0.103849817087345,NA,12,"Adolescent",144,"Smooth","[11,14)"
16,646.412091900583,"RBF","GM",0.222853733870306,NA,3.35622435952457,NA,0.111078530121381,NA,12,"Adolescent",144,"Smooth","[11,14)"
17,679.566624260859,"RBF","GM",0.182993834354337,NA,1.41728994527128,NA,0.132976421506648,NA,12,"Adolescent",144,"Smooth","[11,14)"
18,228.486260279681,"RBF","GM",0.725303337819366,NA,0.924031526195556,NA,0.0217956468583196,NA,11,"Adolescent",132,"Smooth","[11,14)"
19,562.293924669453,"RBF","GM",0.323984452797823,NA,1.00013652658692,NA,0.0764643937229497,NA,11,"Adolescent",132,"Smooth","[11,14)"
20,307.132919455171,"RBF","GM",0.630750716840229,NA,1.2218987952605,NA,0.0536683010709026,NA,10,"Adolescent",120,"Smooth","[9,11)"
21,762.778801147113,"RBF","GM",0.0829523385748593,NA,1.56645292724249,NA,0.19517048628245,NA,11,"Adolescent",132,"Smooth","[11,14)"
22,338.469837477205,"RBF","GM",0.593076036650953,NA,1.29841242854757,NA,0.0288101546169343,NA,11,"Adolescent",132,"Smooth","[11,14)"
23,762.20552843614,"RBF","GM",0.0836415533225244,NA,8.19212478812212,NA,0.179392976722453,NA,11,"Adolescent",132,"Smooth","[11,14)"
24,367.455130804694,"RBF","GM",0.558228587532385,NA,1.80667749820712,NA,0.0449160851499432,NA,11,"Adolescent",132,"Smooth","[11,14)"
25,769.923868275975,"RBF","GM",0.0743622111468357,NA,1.5604016121102,NA,0.203001799096974,NA,11,"Adolescent",132,"Smooth","[11,14)"
26,492.616806588512,"RBF","GM",0.407753480063497,NA,10.3838169407711,NA,0.0675652072329918,NA,11,"Adolescent",132,"Smooth","[11,14)"
27,759.44443850683,"RBF","GM",0.0869610622795773,NA,1.55549461697441,NA,0.184618078185026,NA,11,"Adolescent",132,"Smooth","[11,14)"
28,683.811481660613,"RBF","GM",0.177890472087749,NA,3.01517901093376,NA,0.125878533251956,NA,11,"Adolescent",132,"Smooth","[11,14)"
29,762.797232805093,"RBF","GM",0.0829301791902235,NA,19.3949356590696,NA,0.165296219898244,NA,11,"Adolescent",132,"Smooth","[11,14)"
30,600.207561364493,"RBF","GM",0.278402939762823,NA,1.55327298077112,NA,0.094023427813477,NA,12,"Adolescent",144,"Smooth","[11,14)"
31,775.083035878087,"RBF","GM",0.0681596232179339,NA,2.44580834920137,NA,0.188795414000329,NA,10,"Adolescent",120,"Smooth","[9,11)"
32,554.120302274433,"RBF","GM",0.333811156543985,NA,1.62921866460685,NA,0.0842794812425104,NA,11,"Adolescent",132,"Smooth","[11,14)"
33,613.317619099164,"RBF","GM",0.262641427029842,NA,1.42712966679784,NA,0.100467546744533,NA,11,"Adolescent",132,"Smooth","[11,14)"
34,685.415943938198,"RBF","GM",0.175961513945111,NA,4.92337703611651,NA,0.121256476532826,NA,11,"Adolescent",132,"Smooth","[11,14)"
36,582.196930815297,"RBF","GM",0.300056145909997,NA,2.67683078807733,NA,0.0853382417495809,NA,10,"Adolescent",120,"Smooth","[9,11)"
37,672.092862242159,"RBF","GM",0.191979133855307,NA,1.8695673733541,NA,0.118488029418492,NA,11,"Adolescent",132,"Smooth","[11,14)"
38,473.014071576225,"RBF","GM",0.431320787221903,NA,1.82022707098714,NA,0.0772223330860443,NA,10,"Adolescent",120,"Smooth","[9,11)"
39,503.291114402282,"RBF","GM",0.394920337606956,NA,1.53723923636932,NA,0.0693222735778865,NA,10,"Adolescent",120,"Smooth","[9,11)"
40,777.447591054653,"RBF","GM",0.0653168465286509,NA,29.9676647678677,NA,0.192680730066358,NA,12,"Adolescent",144,"Smooth","[11,14)"
41,633.630613212325,"RBF","GM",0.238220213802622,NA,1.93414237241025,NA,0.102003312945639,NA,11,"Adolescent",132,"Smooth","[11,14)"
42,510.43077459109,"RBF","GM",0.386336710650268,NA,2.18586829936426,NA,0.0727546009711609,NA,10,"Adolescent",120,"Smooth","[9,11)"
43,541.733702763871,"RBF","GM",0.34870289461679,NA,0.970846480192958,NA,0.0936869772961081,NA,10,"Adolescent",120,"Smooth","[9,11)"
44,275.617375263935,"RBF","GM",0.66864014960324,NA,1.19930634499612,NA,0.0466615696304842,NA,10,"Adolescent",120,"Smooth","[9,11)"
45,346.223621447916,"RBF","GM",0.583754081915395,NA,1.37025532855296,NA,0.0444512790229249,NA,10,"Adolescent",120,"Smooth","[9,11)"
46,565.926656178081,"RBF","GM",0.319617016354174,NA,1.91904432682288,NA,0.0911443659283372,NA,10,"Adolescent",120,"Smooth","[9,11)"
47,372.312066281431,"RBF","GM",0.552389356927214,NA,2.15860993751651,NA,0.0455931513691376,NA,12,"Adolescent",144,"Smooth","[11,14)"
48,284.055556068122,"RBF","GM",0.658495381602969,NA,1.33741244247773,NA,0.0344142188627193,NA,10,"Adolescent",120,"Smooth","[9,11)"
49,750.396645646479,"RBF","GM",0.0978387338550933,NA,1.83967573463359,NA,0.167735802023132,NA,10,"Adolescent",120,"Smooth","[9,11)"
50,428.607227891563,"RBF","GM",0.484708731526397,NA,1.26040726691324,NA,0.0514685982700009,NA,10,"Adolescent",120,"Smooth","[9,11)"
51,786.815595184032,"RBF","GM",0.0540542022782496,NA,9.9072724578107,NA,0.206379000742724,NA,16,"Adolescent",192,"Smooth","[14,18)"
52,746.47974436079,"RBF","GM",0.102547812238856,NA,1.67815553143635,NA,0.170607970141398,NA,17,"Adolescent",204,"Smooth","[14,18)"
53,746.723599329623,"RBF","GM",0.10225463861033,NA,3.51474616197363,NA,0.15973607091048,NA,14,"Adolescent",168,"Smooth","[14,18)"
54,702.127164155683,"RBF","GM",0.155870518499304,NA,1.79926766749518,NA,0.129362169346222,NA,17,"Adolescent",204,"Smooth","[14,18)"
55,683.407854656664,"RBF","GM",0.178375730985221,NA,1.7561646769661,NA,0.12789152151904,NA,13,"Adolescent",156,"Smooth","[11,14)"
56,543.115529237807,"RBF","GM",0.347041599449025,NA,1.4893768971652,NA,0.0880464802949014,NA,16,"Adolescent",192,"Smooth","[14,18)"
57,660.371808741064,"RBF","GM",0.20607072198866,NA,1.60621860862367,NA,0.124347625166848,NA,13,"Adolescent",156,"Smooth","[11,14)"
58,775.955959791931,"RBF","GM",0.0671101540499538,NA,1.66402174253119,NA,0.208760274588275,NA,17,"Adolescent",204,"Smooth","[14,18)"
59,183.900027994736,"RBF","GM",0.778906951327211,NA,0.535346386624346,NA,0.0555235876283413,NA,13,"Adolescent",156,"Smooth","[11,14)"
60,548.925643606048,"RBF","GM",0.340056413460644,NA,1.30240923972866,NA,0.0925978974260806,NA,13,"Adolescent",156,"Smooth","[11,14)"
61,430.31864043831,"RBF","GM",0.482651192864641,NA,2.15280378135157,NA,0.0493787975290782,NA,16,"Adolescent",192,"Smooth","[14,18)"
62,765.938000661895,"RBF","GM",0.0791542040138965,NA,1.7649850849363,NA,0.187762237200139,NA,13,"Adolescent",156,"Smooth","[11,14)"
63,240.562781792793,"RBF","GM",0.71078438973757,NA,1.62563348287549,NA,0.0242517901566929,NA,17,"Adolescent",204,"Smooth","[14,18)"
64,669.982498548821,"RBF","GM",0.19451630988435,NA,1.6010089256403,NA,0.119712806508157,NA,14,"Adolescent",168,"Smooth","[14,18)"
65,615.298417947918,"RBF","GM",0.260260019799761,NA,2.73309508183582,NA,0.0753508780112649,NA,17,"Adolescent",204,"Smooth","[14,18)"
66,735.291824876402,"RBF","GM",0.115998442203849,NA,1.62539758049516,NA,0.169602165611134,NA,15,"Adolescent",180,"Smooth","[14,18)"
67,711.776127367598,"RBF","GM",0.144270092353013,NA,18.2718429570506,NA,0.118147504371666,NA,15,"Adolescent",180,"Smooth","[14,18)"
68,330.058857423338,"RBF","GM",0.603188102661561,NA,2.19742313203255,NA,0.0358130360667097,NA,17,"Adolescent",204,"Smooth","[14,18)"
69,703.167083621362,"RBF","GM",0.154620279619255,NA,1.58001349070863,NA,0.12601025041021,NA,14,"Adolescent",168,"Smooth","[14,18)"
70,783.062976819847,"RBF","GM",0.0585657721985482,NA,1.49906189946995,NA,0.200744860089249,NA,14,"Adolescent",168,"Smooth","[14,18)"
71,556.538233008021,"RBF","GM",0.330904209311852,NA,15.1642811978123,NA,0.0777339655595431,NA,15,"Adolescent",180,"Smooth","[14,18)"
72,326.737066954944,"RBF","GM",0.607181711524581,NA,1.57670851863896,NA,0.0319710897059782,NA,15,"Adolescent",180,"Smooth","[14,18)"
73,475.693097943027,"RBF","GM",0.428099938843739,NA,6.36771027517999,NA,0.0715456034834079,NA,16,"Adolescent",192,"Smooth","[14,18)"
74,643.591866675089,"RBF","GM",0.226244337992815,NA,1.50614987920674,NA,0.10699217223441,NA,15,"Adolescent",180,"Smooth","[14,18)"
75,522.320897995257,"RBF","GM",0.372041858924644,NA,2.24333977285283,NA,0.0789218564420733,NA,14,"Adolescent",168,"Smooth","[14,18)"
76,343.460968574252,"RBF","GM",0.587075469915838,NA,1.21610636731989,NA,0.0503846313462493,NA,15,"Adolescent",180,"Smooth","[14,18)"
77,753.516435247596,"RBF","GM",0.0940879796999695,NA,1.50255271324523,NA,0.179055957341094,NA,16,"Adolescent",192,"Smooth","[14,18)"
78,389.942113957862,"RBF","GM",0.531193704966028,NA,1.85848559083313,NA,0.05060706367054,NA,17,"Adolescent",204,"Smooth","[14,18)"
79,493.262695554842,"RBF","GM",0.406976962722923,NA,22.9985340161808,NA,0.0738106760366711,NA,16,"Adolescent",192,"Smooth","[14,18)"
80,719.766291110518,"RBF","GM",0.134663951013178,NA,3.51385009588873,NA,0.149945726554596,NA,15,"Adolescent",180,"Smooth","[14,18)"
81,748.012070462938,"RBF","GM",0.100705579515028,NA,4.78295349035015,NA,0.18451983509412,NA,16,"Adolescent",192,"Smooth","[14,18)"
82,167.601580859745,"RBF","GM",0.798501692040413,NA,1.18581808485605,NA,0.017859887463912,NA,16,"Adolescent",192,"Smooth","[14,18)"
83,771.400450460864,"RBF","GM",0.0725869963171653,NA,1.59487109476903,NA,0.198439666822843,NA,15,"Adolescent",180,"Smooth","[14,18)"
84,771.059860862733,"RBF","GM",0.0729964687540007,NA,0.113902909386757,NA,0.172060757117664,NA,14,"Adolescent",168,"Smooth","[14,18)"
85,381.408330624442,"RBF","GM",0.541453410711983,NA,1.75759422508282,NA,0.0359510390536516,NA,17,"Adolescent",204,"Smooth","[14,18)"
86,755.394764435518,"RBF","GM",0.0918297661961592,NA,20.6655754960771,NA,0.150793428654394,NA,14,"Adolescent",168,"Smooth","[14,18)"
87,715.022390519261,"RBF","GM",0.140367285894409,NA,3.43699473694047,NA,0.138190479687717,NA,13,"Adolescent",156,"Smooth","[11,14)"
88,788.374736190531,"RBF","GM",0.0521797314464801,NA,8.47377026805499,NA,0.207883773798636,NA,15,"Adolescent",180,"Smooth","[14,18)"
89,724.755059009876,"RBF","GM",0.12866622542272,NA,1.77840391703598,NA,0.149570833704141,NA,13,"Adolescent",156,"Smooth","[11,14)"
90,769.99828257686,"RBF","GM",0.0742727468611215,NA,41.3222119900328,NA,0.186318270249735,NA,16,"Adolescent",192,"Smooth","[14,18)"
91,510.393135906074,"RBF","GM",0.386381961603783,NA,1.6350778185769,NA,0.0810252026283243,NA,13,"Adolescent",156,"Smooth","[11,14)"
92,586.297137258529,"RBF","GM",0.295126689658104,NA,1.24906832567156,NA,0.085246639862655,NA,14,"Adolescent",168,"Smooth","[14,18)"
93,371.851496351541,"RBF","GM",0.552943075222076,NA,1.0129632135206,NA,0.0635580722625753,NA,15,"Adolescent",180,"Smooth","[14,18)"
94,405.443692702028,"RBF","GM",0.512556995982563,NA,2.23231018167012,NA,0.0586205820140174,NA,16,"Adolescent",192,"Smooth","[14,18)"
95,538.987311451614,"RBF","GM",0.352004732222234,NA,1.65802912820793,NA,0.057854717149368,NA,14,"Adolescent",168,"Smooth","[14,18)"
96,747.294563823586,"RBF","GM",0.101568198907027,NA,1.64175281489901,NA,0.177428116942817,NA,15,"Adolescent",180,"Smooth","[14,18)"
97,474.407376596958,"RBF","GM",0.429645692018688,NA,18.7571632289681,NA,0.0513575568441174,NA,13,"Adolescent",156,"Smooth","[11,14)"
98,427.076506902228,"RBF","GM",0.486549034509978,NA,1.4526109698223,NA,0.0555893203701945,NA,16,"Adolescent",192,"Smooth","[14,18)"
99,444.260005409299,"RBF","GM",0.465890244442251,NA,1.30713504793814,NA,0.0703286454345931,NA,15,"Adolescent",180,"Smooth","[14,18)"
100,486.377731572037,"RBF","GM",0.415254382218499,NA,6.18710888498026,NA,0.0691390630205714,NA,15,"Adolescent",180,"Smooth","[14,18)"
101,765.547596729798,"RBF","GM",0.0796235655278806,NA,1.98295316601231,NA,0.172005677335892,NA,20,"Adolescent",240,"Smooth","[18,25)"
102,701.155413850648,"RBF","GM",0.157038801287685,NA,1.8099829051915,NA,0.145690601362045,NA,19,"Adolescent",228,"Smooth","[18,25)"
103,356.261822791492,"RBF","GM",0.571685695833876,NA,1.95496645161793,NA,0.0364035664256812,NA,20,"Adolescent",240,"Smooth","[18,25)"
104,761.198488069549,"RBF","GM",0.084852263441571,NA,1.51310627661369,NA,0.170781427530827,NA,18,"Adolescent",216,"Smooth","[18,25)"
105,502.271079009452,"RBF","GM",0.396146670942596,NA,1.47461163930167,NA,0.0727965828975612,NA,19,"Adolescent",228,"Smooth","[18,25)"
106,525.84404338537,"RBF","GM",0.367806171939105,NA,1.79467457891746,NA,0.0714562604172067,NA,22,"Adolescent",264,"Smooth","[18,25)"
107,390.363760746711,"RBF","GM",0.530686781856629,NA,1.73228652220826,NA,0.0611951737042589,NA,23,"Adolescent",276,"Smooth","[18,25)"
108,439.086514849218,"RBF","GM",0.472110052088179,NA,1.80328465412539,NA,0.0656448775190886,NA,23,"Adolescent",276,"Smooth","[18,25)"
109,371.473302615573,"RBF","GM",0.553397757078223,NA,1.98004439894793,NA,0.0505632264875131,NA,24,"Adolescent",288,"Smooth","[18,25)"
110,386.970589818716,"RBF","GM",0.534766207582218,NA,3.13085307324772,NA,0.0411525062523956,NA,25,"Adolescent",300,"Smooth","[25,55]"
111,723.190174158488,"RBF","GM",0.13054760176827,NA,1.74475672241516,NA,0.145646007816393,NA,25,"Adolescent",300,"Smooth","[25,55]"
112,776.081437140445,"RBF","GM",0.0669592994262497,NA,1.54334844911045,NA,0.209772056524053,NA,24,"Adolescent",288,"Smooth","[18,25)"
113,422.944312443403,"RBF","GM",0.491516948221425,NA,2.18379618912438,NA,0.0524874754563784,NA,25,"Adolescent",300,"Smooth","[25,55]"
114,550.543581373143,"RBF","GM",0.338111254466431,NA,2.20865753920066,NA,0.080453559059054,NA,25,"Adolescent",300,"Smooth","[25,55]"
115,410.348728100277,"RBF","GM",0.506659937445531,NA,1.86679973624567,NA,0.0422273820341863,NA,24,"Adolescent",288,"Smooth","[18,25)"
116,744.849454742176,"RBF","GM",0.104507821195512,NA,1.93959570776811,NA,0.161352143800424,NA,25,"Adolescent",300,"Smooth","[25,55]"
117,787.664589121995,"RBF","GM",0.0530335028248788,NA,15.2683441387444,NA,0.212688729231926,NA,22,"Adolescent",264,"Smooth","[18,25)"
118,786.125234439091,"RBF","GM",0.0548841856308745,NA,5.26707470823299,NA,0.190780095352463,NA,21,"Adolescent",252,"Smooth","[18,25)"
119,444.866400096166,"RBF","GM",0.465161208935946,NA,1.54373927912833,NA,0.0605824491388436,NA,21,"Adolescent",252,"Smooth","[18,25)"
120,276.954280704614,"RBF","GM",0.66703286056207,NA,1.91556581005479,NA,0.0338874032504565,NA,22,"Adolescent",264,"Smooth","[18,25)"
121,652.560647562745,"RBF","GM",0.215461658234948,NA,17.8819496629755,NA,0.116063712183769,NA,23,"Adolescent",276,"Smooth","[18,25)"
122,456.603151881975,"RBF","GM",0.45105074760467,NA,2.50682484013525,NA,0.0586693496060042,NA,21,"Adolescent",252,"Smooth","[18,25)"
123,491.658329794556,"RBF","GM",0.408905804828036,NA,2.3469975587242,NA,0.0366468684335967,NA,21,"Adolescent",252,"Smooth","[18,25)"
124,442.344413135107,"RBF","GM",0.468193257337535,NA,2.06147682042468,NA,0.0549580412725936,NA,22,"Adolescent",264,"Smooth","[18,25)"
